datetime,high
2021-02-11,48696.84
2021-02-12,49000.0
2021-02-13,48220.0
2021-02-14,49714.66
2021-02-15,49048.82
2021-02-16,50602.53
2021-02-17,52640.0
2021-02-18,52566.98
2021-02-19,56399.99
2021-02-20,57553.81
2021-02-21,58354.14
2021-02-22,57564.19
2021-02-23,54196.58
2021-02-24,51459.51
2021-02-25,52079.16
2021-02-26,48476.62
2021-02-27,48365.31
2021-02-28,46659.88
2021-03-01,49831.52
2021-03-02,50250.0
2021-03-03,52652.82
2021-03-04,51817.54
2021-03-05,49471.24
2021-03-06,49200.0
2021-03-07,51477.53
2021-03-08,52427.8
2021-03-09,54939.26
2021-03-10,57402.89
2021-03-11,58155.99
2021-03-12,58098.5
2021-03-13,61781.83
2021-03-14,61700.0
2021-03-15,60595.13
2021-03-16,56950.0
2021-03-17,58968.8
2021-03-18,60083.25
2021-03-19,59450.95
2021-03-20,59957.0
2021-03-21,58632.52
2021-03-22,58461.78
2021-03-23,55866.44
2021-03-24,57207.33
2021-03-25,53271.59
2021-03-26,55114.86
2021-03-27,56686.15
2021-03-28,56573.04
2021-03-29,58402.68
2021-03-30,59388.66
2021-03-31,59816.17
2021-04-01,59490.0
2021-04-02,60103.04
2021-04-03,59801.39
2021-04-04,58501.0
2021-04-05,59280.0
2021-04-06,59473.9
2021-04-07,58668.0
2021-04-08,58145.49
2021-04-09,58890.25
2021-04-10,61222.22
2021-04-11,60679.0
2021-04-12,61234.56
2021-04-13,63769.0
2021-04-14,64895.22
2021-04-15,63855.37
2021-04-16,63580.4
2021-04-17,62596.48
2021-04-18,60433.81
2021-04-19,57633.0
2021-04-20,57119.0
2021-04-21,56850.0
2021-04-22,55491.8
2021-04-23,52131.34
2021-04-24,51227.38
2021-04-25,50608.94
2021-04-26,54404.78
2021-04-27,55519.37
2021-04-28,56500.0
2021-04-29,55239.33
2021-04-30,58008.0
2021-05-01,58549.0
2021-05-02,57967.01
2021-05-03,59000.0
2021-05-04,57250.85
2021-05-05,57976.62
2021-05-06,58420.83
2021-05-07,58743.85
2021-05-08,59564.24
2021-05-09,59300.62
2021-05-10,59603.0
2021-05-11,56972.33
2021-05-12,58021.26
2021-05-13,51420.72
2021-05-14,51572.0
2021-05-15,50710.93
2021-05-16,49800.0
2021-05-17,46648.5
2021-05-18,45872.05
2021-05-19,43601.63
2021-05-20,43000.0
2021-05-21,42297.89
2021-05-22,38887.99
2021-05-23,38311.74
2021-05-24,39960.0
2021-05-25,40000.0
2021-05-26,40904.0
2021-05-27,40429.47
2021-05-28,38905.12
2021-05-29,37348.01
2021-05-30,36516.99
2021-05-31,37540.96
2021-06-01,37927.44
2021-06-02,38256.3
2021-06-03,39490.0
2021-06-04,39277.36
2021-06-05,37927.93
2021-06-06,36510.58
2021-06-07,36808.3
2021-06-08,34085.61
2021-06-09,37556.25
2021-06-10,38446.24
2021-06-11,37680.65
2021-06-12,37445.55
2021-06-13,39386.43
2021-06-14,41050.0
2021-06-15,41341.57
2021-06-16,40506.59
2021-06-17,39553.05
2021-06-18,38208.68
2021-06-19,36440.0
2021-06-20,36125.0
2021-06-21,35763.8
2021-06-22,33315.85
2021-06-23,35000.0
2021-06-24,35289.0
2021-06-25,35517.22
2021-06-26,32714.46
2021-06-27,34772.94
2021-06-28,35357.13
2021-06-29,36623.79
2021-06-30,36099.82
2021-07-01,35071.34
2021-07-02,33981.51
2021-07-03,34959.72
2021-07-04,35960.0
2021-07-05,35289.21
2021-07-06,35100.49
2021-07-07,35059.02
2021-07-08,33943.02
2021-07-09,34115.44
2021-07-10,34261.04
2021-07-11,34635.82
2021-07-12,34677.0
2021-07-13,33340.0
2021-07-14,33111.72
2021-07-15,33179.0
2021-07-16,32264.53
2021-07-17,31950.0
2021-07-18,32440.98
2021-07-19,31881.71
2021-07-20,31068.62
2021-07-21,32875.42
2021-07-22,32609.83
2021-07-23,33684.17
2021-07-24,34534.32
2021-07-25,35448.97
2021-07-26,40581.3
2021-07-27,39539.5
2021-07-28,40927.53
2021-07-29,40662.8
2021-07-30,42335.5
2021-07-31,42411.32
2021-08-01,42614.85
2021-08-02,40459.31
2021-08-03,39792.83
2021-08-04,39973.94
2021-08-05,41401.96
2021-08-06,43381.0
2021-08-07,44763.14
2021-08-08,45355.0
2021-08-09,46529.02
2021-08-10,46759.0
2021-08-11,46787.6
2021-08-12,46236.7
2021-08-13,47929.18
2021-08-14,48190.0
2021-08-15,47424.0
2021-08-16,48075.22
2021-08-17,47183.37
2021-08-18,46041.62
2021-08-19,47114.99
2021-08-20,49436.1
2021-08-21,49833.02
2021-08-22,49540.01
2021-08-23,50562.11
2021-08-24,49893.5
2021-08-25,49273.93
2021-08-26,49387.6
2021-08-27,49187.0
2021-08-28,49325.0
2021-08-29,49666.0
2021-08-30,48915.29
2021-08-31,48270.33
2021-09-01,49134.0
2021-09-02,50390.0
2021-09-03,51050.0
2021-09-04,50570.94
2021-09-05,51900.0
2021-09-06,52810.0
2021-09-07,52956.47
2021-09-08,47386.72
2021-09-09,47419.95
2021-09-10,47029.08
2021-09-11,45993.32
2021-09-12,46491.63
2021-09-13,46895.82
2021-09-14,47273.38
2021-09-15,48465.77
2021-09-16,48505.0
2021-09-17,48179.0
2021-09-18,48834.0
2021-09-19,48389.52
2021-09-20,47334.54
2021-09-21,43643.34
2021-09-22,44031.85
2021-09-23,45013.17
2021-09-24,45159.9
2021-09-25,43010.69
2021-09-26,43956.38
2021-09-27,44377.7
2021-09-28,42778.93
2021-09-29,42595.93
2021-09-30,44117.74
2021-10-01,48500.0
2021-10-02,48361.83
2021-10-03,49225.55
2021-10-04,49530.53
2021-10-05,51914.68
2021-10-06,55800.0
2021-10-07,55360.32
2021-10-08,56168.0
2021-10-09,55512.05
2021-10-10,56561.0
2021-10-11,57855.79
2021-10-12,57701.0
2021-10-13,57773.89
2021-10-14,58550.0
2021-10-15,62944.94
2021-10-16,62352.0
2021-10-17,61712.0
2021-10-18,62679.0
2021-10-19,64499.0
2021-10-20,67016.5
2021-10-21,66664.1
2021-10-22,63757.28
2021-10-23,61737.38
2021-10-24,61497.33
2021-10-25,63733.93
2021-10-26,63299.3
2021-10-27,61489.0
2021-10-28,62524.0
2021-10-29,62971.54
2021-10-30,62376.32
2021-10-31,62438.85
2021-11-01,62500.0
2021-11-02,64300.0
2021-11-03,63567.21
2021-11-04,63136.82
2021-11-05,62666.52
2021-11-06,61609.5
2021-11-07,63300.0
2021-11-08,67803.55
2021-11-09,68564.4
2021-11-10,69000.0
2021-11-11,65625.44
2021-11-12,65497.53
2021-11-13,64980.0
2021-11-14,65509.87
2021-11-15,66387.4
2021-11-16,63628.0
2021-11-17,60888.5
2021-11-18,60978.39
2021-11-19,58402.05
2021-11-20,59896.54
2021-11-21,60090.55
2021-11-22,59516.78
2021-11-23,57897.54
2021-11-24,57750.2
2021-11-25,59445.45
2021-11-26,59207.36
2021-11-27,55382.0
2021-11-28,57482.42
2021-11-29,58931.07
2021-11-30,59250.0
2021-12-01,59099.64
2021-12-02,57413.52
2021-12-03,57652.0
2021-12-04,54028.3
2021-12-05,49777.62
2021-12-06,50986.0
2021-12-07,51991.0
2021-12-08,51249.41
2021-12-09,50839.01
2021-12-10,50132.88
2021-12-11,49539.4
2021-12-12,50800.0
2021-12-13,50226.2
2021-12-14,48689.3
2021-12-15,49514.85
2021-12-16,49449.0
2021-12-17,48018.52
2021-12-18,47370.14
2021-12-19,48307.34
2021-12-20,47547.5
2021-12-21,49353.49
2021-12-22,49600.0
2021-12-23,51386.66
2021-12-24,51864.56
2021-12-25,51179.36
2021-12-26,51292.65
2021-12-27,52098.6
2021-12-28,50719.59
2021-12-29,48157.41
2021-12-30,47916.32
2021-12-31,48589.47
2022-01-01,47960.98
2022-01-02,47989.0
2022-01-03,47586.58
2022-01-04,47526.0
2022-01-05,46855.06
2022-01-06,43782.86
2022-01-07,43135.35
2022-01-08,42315.31
2022-01-09,42796.49
2022-01-10,42256.55
2022-01-11,43144.74
2022-01-12,44337.26
2022-01-13,44456.34
2022-01-14,43468.95
2022-01-15,43826.8
2022-01-16,43495.59
2022-01-17,43209.47
2022-01-18,42685.25
2022-01-19,42589.9
2022-01-20,43518.69
2022-01-21,41115.58
2022-01-22,36825.98
2022-01-23,36574.47
2022-01-24,38050.0
2022-01-25,37552.3
2022-01-26,38946.0
2022-01-27,37251.0
2022-01-28,38022.11
2022-01-29,38741.67
2022-01-30,38378.88
2022-01-31,38776.33
2022-02-01,39285.0
2022-02-02,38883.96
2022-02-03,37391.74
2022-02-04,41760.39
2022-02-05,41983.12
2022-02-06,42701.86
2022-02-07,44524.18
2022-02-08,45501.0
2022-02-09,44865.72
2022-02-10,45850.0
2022-02-11,43969.72
2022-02-12,43034.0
2022-02-13,42779.6
2022-02-14,42871.68
2022-02-15,44785.66
2022-02-16,44590.75
2022-02-17,44204.78
2022-02-18,40996.31
2022-02-19,40471.27
2022-02-20,40151.62
2022-02-21,39494.11
2022-02-22,38463.88
2022-02-23,39303.24
2022-02-24,39720.0
2022-02-25,39727.97
2022-02-26,40330.99
2022-02-27,39886.92
2022-02-28,44256.08
2022-03-01,44981.22
2022-03-02,45332.38
2022-03-03,44118.53
2022-03-04,42540.57
2022-03-05,39620.3
2022-03-06,39701.0
2022-03-07,39557.26
2022-03-08,39377.0
2022-03-09,42591.68
2022-03-10,42053.95
2022-03-11,40237.22
2022-03-12,39458.58
2022-03-13,39312.5
2022-03-14,39913.42
2022-03-15,39896.13
2022-03-16,41693.97
2022-03-17,41497.24
2022-03-18,42362.0
2022-03-19,42405.01
2022-03-20,42324.06
2022-03-21,41588.7
2022-03-22,43337.41
2022-03-23,43021.73
2022-03-24,44240.0
2022-03-25,45137.12
2022-03-26,44815.31
2022-03-27,46950.0
2022-03-28,48234.0
2022-03-29,48128.87
2022-03-30,47721.41
2022-03-31,47624.18
2022-04-01,46739.81
2022-04-02,47218.17
2022-04-03,47458.48
2022-04-04,46891.17
2022-04-05,47201.0
2022-04-06,45548.77
2022-04-07,43896.45
2022-04-08,43986.09
2022-04-09,42807.63
2022-04-10,43450.72
2022-04-11,42415.57
2022-04-12,40691.01
2022-04-13,41557.61
2022-04-14,41504.29
2022-04-15,40869.99
2022-04-16,40701.0
2022-04-17,40602.69
2022-04-18,41101.0
2022-04-19,41754.05
2022-04-20,42220.04
2022-04-21,42978.95
2022-04-22,40808.66
2022-04-23,39983.98
2022-04-24,39944.65
2022-04-25,40602.85
2022-04-26,40800.0
2022-04-27,39494.73
2022-04-28,40387.0
2022-04-29,39923.61
2022-04-30,38786.95
2022-05-01,38672.2
2022-05-02,39153.13
2022-05-03,38641.57
2022-05-04,40050.19
2022-05-05,39840.37
2022-05-06,36648.2
2022-05-07,36123.99
2022-05-08,35496.55
2022-05-09,34224.35
2022-05-10,32650.0
2022-05-11,32148.15
2022-05-12,30090.7
2022-05-13,30974.6
2022-05-14,30281.49
2022-05-15,31411.48
2022-05-16,31295.03
2022-05-17,30753.96
2022-05-18,30670.0
2022-05-19,30505.14
2022-05-20,30725.56
2022-05-21,29621.01
2022-05-22,30457.58
2022-05-23,30628.0
2022-05-24,29810.38
2022-05-25,30189.7
2022-05-26,29853.34
2022-05-27,29360.34
2022-05-28,29231.9
2022-05-29,29561.04
2022-05-30,32195.68
2022-05-31,32375.81
2022-06-01,31962.79
2022-06-02,30688.82
2022-06-03,30670.07
2022-06-04,29948.84
2022-06-05,30153.18
2022-06-06,31737.31
2022-06-07,31536.11
2022-06-08,31310.53
2022-06-09,30672.56
2022-06-10,30333.81
2022-06-11,29403.62
2022-06-12,28523.06
2022-06-13,26845.63
2022-06-14,23288.88
2022-06-15,22756.0
2022-06-16,22957.01
2022-06-17,21325.06
2022-06-18,20758.0
2022-06-19,20783.48
2022-06-20,21036.89
2022-06-21,21708.76
2022-06-22,20863.44
2022-06-23,21204.14
2022-06-24,21538.4
2022-06-25,21586.67
2022-06-26,21868.0
2022-06-27,21516.85
2022-06-28,21178.73
2022-06-29,20398.99
2022-06-30,20131.06
2022-07-01,20895.08
2022-07-02,19425.08
2022-07-03,19616.43
2022-07-04,20319.88
2022-07-05,20720.0
2022-07-06,20648.76
2022-07-07,21847.25
2022-07-08,22401.0
2022-07-09,21955.18
2022-07-10,21593.73
2022-07-11,20858.75
2022-07-12,20036.24
2022-07-13,20367.88
2022-07-14,20880.0
2022-07-15,21186.35
2022-07-16,21577.0
2022-07-17,21664.52
2022-07-18,22760.04
2022-07-19,23800.0
2022-07-20,24280.3
2022-07-21,23430.33
2022-07-22,23760.87
2022-07-23,23005.68
2022-07-24,23006.77
2022-07-25,22673.68
2022-07-26,21344.09
2022-07-27,23112.9
2022-07-28,24198.95
2022-07-29,24445.0
2022-07-30,24676.0
2022-07-31,24190.09
2022-08-01,23511.5
2022-08-02,23468.33
2022-08-03,23642.14
2022-08-04,23228.77
2022-08-05,23478.0
2022-08-06,23354.54
2022-08-07,23411.55
2022-08-08,24246.06
2022-08-09,23927.44
2022-08-10,24228.0
2022-08-11,24921.0
2022-08-12,24459.0
2022-08-13,24900.0
2022-08-14,25053.0
2022-08-15,25212.0
2022-08-16,24250.0
2022-08-17,24448.0
2022-08-18,23593.0
2022-08-19,23202.0
2022-08-20,21368.0
2022-08-21,21778.0
2022-08-22,21530.0
2022-08-23,21672.0
2022-08-24,21892.0
2022-08-25,21813.0
2022-08-26,21870.0
2022-08-27,20376.0
2022-08-28,20159.0
2022-08-29,20415.0
2022-08-30,20575.0
2022-08-31,20490.0
2022-09-01,20202.0
2022-09-02,20440.0
2022-09-03,20053.0
2022-09-04,20025.0
2022-09-05,20051.0
2022-09-06,20181.0
2022-09-07,19456.0
2022-09-08,19454.0
2022-09-09,21610.0
2022-09-10,21814.0
2022-09-11,21871.0
2022-09-12,22485.0
2022-09-13,22781.0
2022-09-14,20526.0
2022-09-15,20432.0
2022-09-16,19887.0
2022-09-17,20187.0
2022-09-18,20116.0
2022-09-19,19679.0
2022-09-20,19634.0
2022-09-21,19902.0
2022-09-22,19541.0
2022-09-23,19491.0
2022-09-24,19309.0
2022-09-25,19182.0
2022-09-26,19313.0
2022-09-27,20381.0
2022-09-28,19770.0
2022-09-29,19630.0
2022-09-30,20171.0
2022-10-01,19484.0
2022-10-02,19395.0
2022-10-03,19715.0
2022-10-04,20469.0
2022-10-05,20366.0
2022-10-06,20447.0
2022-10-07,20056.0
2022-10-08,19624.0
2022-10-09,19604.0
2022-10-10,19525.0
2022-10-11,19265.0
2022-10-12,19229.0
2022-10-13,19504.0
2022-10-14,19947.0
2022-10-15,19229.0
2022-10-16,19425.0
2022-10-17,19672.0
2022-10-18,19700.0
2022-10-19,19356.0
2022-10-20,19340.0
2022-10-21,19245.0
2022-10-22,19250.0
2022-10-23,19689.0
2022-10-24,19588.0
2022-10-25,20418.0
2022-10-26,21012.0
2022-10-27,20872.0
2022-10-28,20750.0
2022-10-29,21078.0
2022-10-30,20931.0
2022-10-31,20833.0
2022-11-01,20681.0
2022-11-02,20802.0
2022-11-03,20387.0
2022-11-04,21290.0
2022-11-05,21473.0
2022-11-06,21364.0
2022-11-07,21070.0
2022-11-08,20669.0
2022-11-09,18588.0
2022-11-10,18150.0
2022-11-11,17645.0
2022-11-12,17054.0
2022-11-13,17240.0
2022-11-14,17130.0
2022-11-15,17095.0
2022-11-16,16980.0
2022-11-17,16724.0
2022-11-18,16971.0
2022-11-19,16799.0
2022-11-20,16730.0
2022-11-21,16269.0
2022-11-22,16281.0
2022-11-23,16647.0
2022-11-24,16783.0
2022-11-25,16604.0
2022-11-26,16685.0
2022-11-27,16587.0
2022-11-28,16477.0
2022-11-29,16529.0
2022-11-30,17223.0
2022-12-01,17250.0
2022-12-02,17102.0
2022-12-03,17150.0
2022-12-04,17195.0
2022-12-05,17418.0
2022-12-06,17101.0
2022-12-07,17131.0
2022-12-08,17296.0
2022-12-09,17353.0
2022-12-10,17223.0
2022-12-11,17264.0
2022-12-12,17240.0
2022-12-13,18106.0
2022-12-14,18373.0
2022-12-15,17853.0
2022-12-16,17525.0
2022-12-17,16794.0
2022-12-18,16850.0
2022-12-19,16815.0
2022-12-20,17046.0
2022-12-21,16919.0
2022-12-22,16863.0
2022-12-23,16916.0
2022-12-24,16848.0
2022-12-25,16850.0
2022-12-26,16933.0
2022-12-27,16961.0
2022-12-28,16772.0
2022-12-29,16650.0
2022-12-30,16650.0
2022-12-31,16627.0
2023-01-01,16622.0
2023-01-02,16782.0
2023-01-03,16766.0
2023-01-04,16984.0
2023-01-05,16871.0
2023-01-06,17024.0
2023-01-07,16975.0
2023-01-08,17163.0
2023-01-09,17393.0
2023-01-10,17490.0
2023-01-11,17992.0
2023-01-12,19114.0
2023-01-13,19991.0
2023-01-14,21247.0
2023-01-15,21052.0
2023-01-16,21456.0
2023-01-17,21594.0
2023-01-18,21646.0
2023-01-19,21185.0
2023-01-20,22750.0
2023-01-21,23362.0
2023-01-22,23076.0
2023-01-23,23167.0
2023-01-24,23162.0
2023-01-25,23815.0
2023-01-26,23282.0
2023-01-27,23500.0
2023-01-28,23187.0
2023-01-29,23954.0
2023-01-30,23799.0
2023-01-31,23318.0
2023-02-01,23810.0
2023-02-02,24258.0
2023-02-03,23719.0
2023-02-04,23582.0
2023-02-05,23428.0
2023-02-06,23148.0
2023-02-07,23338.0
2023-02-08,23439.0
2023-02-09,23003.0
2023-02-10,21939.0
2023-02-11,21904.0
2023-02-12,22086.0
2023-02-13,21897.0
2023-02-14,22316.0
2023-02-15,24374.0
2023-02-16,25270.0
2023-02-17,25014.0
2023-02-18,24869.0
2023-02-19,25183.0
2023-02-20,25118.0
2023-02-21,25250.0
2023-02-22,24474.0
2023-02-23,24590.0
2023-02-24,24124.0
2023-02-25,23215.0
2023-02-26,23678.0
2023-02-27,23890.0
2023-02-28,23594.0
2023-03-01,23990.0
2023-03-02,23791.0
2023-03-03,23477.0
2023-03-04,22401.0
2023-03-05,22652.0
2023-03-06,22590.0
2023-03-07,22547.0
2023-03-08,22275.0
2023-03-09,21824.0
2023-03-10,20368.0
2023-03-11,20874.0
2023-03-12,22269.0
2023-03-13,24618.0
2023-03-14,26533.0
2023-03-15,25273.0
2023-03-16,25217.0
2023-03-17,27818.0
2023-03-18,27776.0
2023-03-19,28474.0
2023-03-20,28567.0
2023-03-21,28497.0
2023-03-22,28936.0
2023-03-23,28818.0
2023-03-24,29380.0
2023-03-25,27810.0
2023-03-26,28217.0
2023-03-27,28051.0
2023-03-28,27514.0
2023-03-29,28650.0
2023-03-30,29170.0
2023-03-31,28653.0
2023-04-01,28816.0
2023-04-02,28544.0
2023-04-03,28506.0
2023-04-04,28447.0
2023-04-05,28782.0
2023-04-06,28199.0
2023-04-07,28118.0
2023-04-08,28174.0
2023-04-09,28544.0
2023-04-10,29789.0
2023-04-11,30575.0
2023-04-12,30503.0
2023-04-13,30614.0
2023-04-14,31035.0
2023-04-15,30620.0
2023-04-16,30567.0
2023-04-17,30337.0
2023-04-18,30483.0
2023-04-19,30423.0
2023-04-20,29098.0
2023-04-21,28362.0
2023-04-22,27883.0
2023-04-23,27820.0
2023-04-24,27998.0
2023-04-25,28392.0
2023-04-26,30022.0
2023-04-27,29887.0
2023-04-28,29600.0
2023-04-29,29460.0
2023-04-30,29961.0
2023-05-01,29344.0
2023-05-02,28894.0
2023-05-03,29276.0
2023-05-04,29378.0
2023-05-05,29701.0
2023-05-06,29851.0
2023-05-07,29194.0
2023-05-08,28667.0
2023-05-09,27841.0
2023-05-10,28328.0
2023-05-11,27640.0
2023-05-12,27093.0
2023-05-13,27052.0
2023-05-14,27202.0
2023-05-15,27666.0
2023-05-16,27300.0
2023-05-17,27488.0
2023-05-18,27481.0
2023-05-19,27176.0
2023-05-20,27153.0
2023-05-21,27277.0
2023-05-22,27078.0
2023-05-23,27478.0
2023-05-24,27226.0
2023-05-25,26611.0
2023-05-26,26937.0
2023-05-27,26893.0
2023-05-28,27320.0
